id,fiscalyear,Climate change,Climate adaptation,Climate mitigation,text,pred
P173903,2020,0.0,0.0,0.0,"Fiji COVID-19 Emergency Response Project To prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness in the Republic of Fiji. The development objective of  COVID-19 Emergency Response Project for Fiji is to prevent, detect and respond to the threat posed by Coronavirus (COVID-19) and strengthen national systems for public health preparedness. This project has three components. 1) The first component, Emergency COVID-19 Response, aims to strengthen Fiji’s capacity to respond to Coronavirus (COVID-19). It has the following sub-components: (i) Enhance Case Detection, Confirmation, and Contact Tracing; (ii) Enhance Health Service Delivery; and (iii) Communication Preparedness and Response. 2) The second component, Health System Strengthening, Health System Strengthening, aims to focus on medium-and long-term health care system strengthening. 3) The third component, Implementation Management, Monitoring and Evaluation, aims to provide technical and operational assistance on project management, including supporting monitoring and evaluation (M and E), supervision and reporting, financial management, procurement and environmental and social risk mitigation activities; and sharing lessons learnt from response exercises and joint learning domestically and internationally.",-0.45575905
P174786,2021,0.3,0.08,0.22,"Costa Rica Second Fiscal and Decarbonization Management DPL The Program Development Objective of this DPL is to support Costa Rica's program to: (i) protect people’s income and jobs from the impact of COVID-19 and foster small and medium enterprise recovery; (ii) reinforce fiscal sustainability in the aftermath of COVID-19; and (iii) lay out the foundations for a strong post-COVID-19 recovery by promoting green growth and low-carbon development. The development objectives of the Second Fiscal and Decarbonization Management Development Policy Loan in Costa Rica are to support Costa Rica's program to: (i) protect people’s income and jobs from the impact of COVID-19 and foster small and medium enterprise recovery; (ii) reinforce fiscal sustainability in the aftermath of COVID-19; and (iii) lay out the foundations for a strong post-COVID-19 recovery by promoting green growth and low-carbon development. This operation supports Costa Rica’s efforts to navigate a prolonged crisis and to lay the foundations for an efficient and sustainable recovery. Pillar A supports measures to improve the targeting and coverage of social assistance programs and to protect jobs and SMEs affected by COVID-19. It also supports reforms to strengthen the business environment and to advance an efficient recovery by improving insolvency procedures. Pillar B supports Costa Rica’s continued fiscal consolidation based on: (i) improving budgetary planning and spending controls; (ii) containing the public wage bill; and (iii) improving debt management. Finally, Pillar C contributes to building a solid foundation for green, low carbon, and climate-smart growth by: (i) strengthening data systems for informing and monitoring low carbon initiatives, and establishing carbon market mechanisms; (ii) introducing price-signals and reforms that increase investments in greener/low-carbon technologies and production systems; and (iii) improving institutional coordination and transparency in resource use. Overall, the supported reforms are expected to be positive or neutral from both a distributional and environmental perspective.",-0.28813484
P163782,2018,0.45,0.33,0.12,"Integrated Water Management and Development Project The PDO is to improve access to water supply and sanitation services, integrated water resources management, and operational performance of water and sanitation service providers in Project areas. The development objective of the Integrated Water Management and Development Project for Uganda is to improve access to water supply and sanitation services, integrated water resources management, and operational performance of water and sanitation service providers in Project areas. It has four project component. First component, water supply and sanitation in small towns and rural growth centers and support to districts hosting refugees  will support activities to improve WSS in selected small towns and RGCs in the Recipient’s territory. Activities consist of (a) constructing and rehabilitating WSS facilities, as well as providing associated services, including engineering, environmental and social studies, and supervision of construction activities; (b) preparing and implementing sanitation plans in selected small towns; (c) strengthening the capacity of selected UWAs in the areas of operational and financial management, including the establishment of a remote monitoring system for rural water systems; and (d) carrying out environmental and social management-related activities to protect water sources and sensitize communities; Second component, water supply and sanitation in large towns and support to districts hosting refugees will support activities to improve WSS. Activities consist of (a) constructing and rehabilitating WSS infrastructure in the municipality of Mbale, including implementing the recommendations from the Augmented Water Supply Study; (b) constructing water supply system for the municipality of Gulu; (c) undertaking construction supervision activities and engineering, as well as environmental studies, including the Augmented Water Supply Study; (d) strengthening the capacity of the NWSC in the areas of operational and financial management to support improved performance in the project supported areas; and (e) carrying out environmental and social management-related activities with a view to protecting water sources and sensitizing communities; Third component, water resources management will support catchment management and restoration activities in selected sub-catchments. Activities consist of (a) undertaking catchment management measures, including soil and water conservation, river bank protection and restoration; and (b) providing alternative livelihoods for affected communities; Fourth component, project implementation and institutional strengthening will finance Project implementation and coordination support activities. activities consist of (a) coordinating, planning, monitoring, reporting, and supervision of the Project; (b) providing training to implementing agencies (IAs) (MWE and NWSC) on World Bank FM, procurement, environmental and social policies and procedures; and (c) establishing the Project Support Team (PST).",-0.066469215
P167762,2019,0.61,0.53,0.08,"Emergency Multi-Sector Rohingya Crisis Response Project To strengthen the Government of Bangladesh systems to improve access to basic services and build the disaster and social resilience of the population of Cox’s Bazar district. The Emergency Multi-Sector Rohingya Response Project of Bangladesh has the proposed development objective to strengthen the Government of Bangladesh systems to improve access to basic services and build faster and social resilience of the displaced Rohingya population. This project is comprised of four components: (1) Strengthening delivery of basic services, resilient infrastructure, emergency response and gender-based violence (GBV) prevention. (2) Strengthening community resilience. (3) Strengthening institutional systems to enhance service provision to the displaced Rohingya population. (4) Contingent emergency response component.",-0.22910917
P167884,2019,0.04,0.01,0.03,"Guinea Support to Local Governance Project To improve local government capacity in managing their public financial resources in a transparent and participatory manner, and in mitigating local conflicts The objective of the Support to Local Governance Project for Guinea is to improve local government capacity in managing their public financial resources in a transparent and participatory manner, and in mitigating local conflicts. There are four components to the project, the first component being supporting the operationalization of the FNDL. The aim of this component is to provide incentives to improve the availability and management of resources at the local level of government by supporting reforms, aiming at strengthening the availability of resources transferred to LGs, and the accountability mechanisms for LGs’ use of public resources. The second component is the building institutions and capacity for inclusive and accountable local governance. The component aims to support the implementation of the inclusive and accountable decentralization process through the following three complemental sub-components: strengthening and digitalizing LGs Public Finance management, support to decentralization implementation, and citizen engagement and community-based early warning and response system. The third component is the project management support. This component will therefore finance costs of the PIU’s core management functions, such as: a) M and E (including studies and field visits); b) financial audits of the project; c) operational and other recurring costs of the PIU that are not covered by the ANAFIC’s fiscal budget nor PANAFIC, and; d) communication. Finally, the fourth component is the contingent emergency response component. This zero-budget sub-component establishes a disaster contingency fund that could be triggered in the event of a natural disaster through formal declaration of a national emergency, or upon a formal request from GoG. In such a case, funds from the unallocated expenditure category or from other project components could be re-allocated to finance emergency response expenditures to meet emergency needs. To ensure the proper implementation of this component, the Borrower shall prepare and furnish to IDA an operations manual that describes in detail the implementation arrangements for the IRM and that is satisfactory to IDA.",-0.42850104
P175847,2022,0.37,0.24,0.13,"Dominica Second COVID-19 Response and Recovery DPC The operation seeks to support Dominica in its COVID-19 pandemic response and recovery by: (i) saving lives, protecting livelihoodsand preserving jobs; and (ii) strengthening fiscal policies, public financial management and debt transparency for a climate resilient recovery. The development objectives of the Second COVID-19 Response and Recovery Programmatic Development Policy Credit in Dominica supports: (i) saving lives, protecting livelihoods and preserving jobs; and (ii) strengthening fiscal policies, public financial management and debt transparency for a climate resilient recovery. Pillar 1, saving lives, protecting livelihoods and preserving jobs, supports better targeting of social transfers, including the direct COVID-19 response. The operation supports implementation of recommendations derived from a review of social safety programs, including approval and implementation of a Social and Beneficiary Registry and Management Information System for Social Programs, a digital registration process, a payment reconciliation mechanism, and a new intake instrument for the Public Assistance Program.  Pillar 2, strengthening fiscal policies, public financial management and debt transparency for a climate resilient recovery, builds on measures to support fiscal reforms to strengthen the fiscal framework, help steer investment focused on building resilience to natural disasters, prioritize expenditure efficiency measures, strengthen the fiscal position, improve tax administration, and broaden the tax base. The operation directly supports: (i) approval of a Fiscal Responsibility Act; (ii) approval of guidelines for the operation and management of the Vulnerability Risk and Resilience Fund; (iii) approval of an order requiring the preparation and public disclosure of Debt Portfolio Reviews on an annual basis; (iv) a Revised Public Sector Investment Programme Allocation Methodology and Enhanced Public Sector Performance Management Framework; (v) approval of the Public Procurement Act and adoption of the required regulatory framework under the legislation; and (vi) the approval of a new National Energy Policy and Energy Management Guidelines. This pillar has been amended to: (i) further enhance focus on climate resilience; and (ii) reflect lessons learned from the implementation of similar reforms in other small island developing states.",-0.31839788
P174170,2020,0.86,0.81,0.05,"Yemen Desert Locust Response Project The Project Development Objectives are to control the desert locust outbreak, support livelihoods in locust-affected areas and strengthen Yemen’s preparedness for future locust infestations. The objectives of the Desert Locust Response Project for Yemen are to control the desert locust outbreak, support livelihoods in locust-affected areas and strengthen Yemen’s preparedness for future locust infestations. The Project has four components. 1. Surveillance and Control Measures component’s objective is to limit the growth and spread of current desert locust populations. This component has three sub-components. 1.1. Continuous surveillance sub-component will provide early warning of locust outbreaks, inform effective control operations, and mobilize assistance for affected and at-risk communities. Activities under the 1.2 Control measures sub-component aim to reduce locust populations and prevent their spread to new areas. It will emphasize neutralizing hopper bands using bio-pesticides before they develop into adult swarms, the control of which requires extensive use of conventional pesticides. 1.3. Risk reduction and management sub-component will monitor and assess environmental and human health risks associated with locust control and to implement health, environmental, and safety measures to reduce risks to an acceptable minimum. 2. Livelihood Protection and Rehabilitation component is designed to provide a robust protection response that ensures immediate relief to affected farmers and livestock owners and build their resilience to climate-induced locust infestation. 2.1. Safeguarding food security and protecting human capital for enhanced resilience sub-component aims to provide immediate Cash for Work (CfW) support to selected beneficiaries in locust-affected areas. These beneficiaries are expected to be primarily women, as well as agricultural laborers, tenant farmers, and sharecroppers. 2.2. Rehabilitating agricultural and pastoral livelihoods sub-component focuses on the longer-term restoration of livelihoods by providing targeted support to restore the assets of farmers and livestock owners affected by locust infestations and train primary producers to restart production based on more resilient practices. 3. Coordination and Early Warning Preparedness component will strengthen the national capacity for early warning and early response, linking these efforts to regional locust surveillance and control networks thereby enhancing climate resilience. 3.1. Improving the infrastructure and institutional capacity of the national locust control centers sub-component will build a network of DLCCs as follows: (i) establish a new Central Desert Locust Control Center (CDLCC) in Aden and three regional hub centers in Hodeidah, Shabwa and Sieun, as well as (ii) rehabilitate the infrastructure and operational capacity of the Desert Locust Control Centers (DLCCs) in Sanaa and Hodeidah, which have been severely affected by the ongoing crisis. The new centers will be built on land that belongs to the Government of Yemen. 3.2. Early warning preparedness sub-component will finance the design, testing, and deployment of a Desert Locust Early Response System (DLERS) throughout the DLCC network. Early warning systems will be developed and implemented to support prevention and rapid response to current and new climate-change-induced locust infestations, thereby limiting their spread and intensification within Yemen and across bordering nations. 4. Project Management and Knowledge Management component will cover FAO costs associated with project management, such as implementation support, financial management, procurement, monitoring the project environmental and social aspects, and overall monitoring and evaluation (M&E).",0.22064678
P180498,2024,0.9,0.08,0.82,"Liberia Electricity Sector Strengthening and Access Project (LESSAP) Phase 2 The PDO is to expand the access to electricity services and enhance the operational performance of the Liberia Electricity Corporation (LEC). The development objective of the Second Phase of the Electricity Sector Strengthening and Access Project for Liberia is to expand the access to electricity services and enhance the operational performance of the Liberia Electricity Corporation (LEC). The project comprises of three components. The first component, rehabilitation and expansion of electricity infrastructure and systems and enhancement of LEC revenue protection will support rehabilitation and expansion of the electricity infrastructure and systems, and further enhance the LEC financial performance. It consists of following sub-components: (i) rehabilitation and expansion of the distribution network; and (ii) revenue protection program. The second component, off-grid electrification of households, public facilities, and stimulation of productive uses in rural areas will scale up the activities under the first phase off-grid electrification component with a focus on mobilizing private capital. It consists of following sub-components: (i) electrification of public health and education facilities in rural areas; (ii) deployment of solar home systems for households and off-grid productive uses; and (iii) piloting private sector led mini grids. The third component, technical assistance, training, and capacity building of project implementation support will cover the cost of strengthening the capacity of LEC Project Implementation Unit (PIU) to manage and monitor implementation of activities.",0.020678766
P166115,2019,0.08,0.0,0.08,"Benin Second Fiscal Reform and Growth DPF  The program development objectives of this FRG series are to: 1) strengthen fiscal management; 2) increase agricultural productivity and strengthen the financial viability of the power sector; and 3) improve equitable access to education and health services. The fiscal reform and growth development policy financing (DPF) series aims at supporting the government’s effort to implement its government action plan (GAP) over the period 2016-2021. The operation continues supporting the reforms started under the same the two pillars of the first operation of this DPF series, with the inclusion of a third pillar on social services. The first pillar continues to focus on strengthening fiscal management. The second pillar aims at enhancing agricultural productivity through value addition and improving power sector’s financial viability. This operation entails two important changes with respect to the previous operation of this DPF series. The first is that a third pillar supporting a more equitable provision of education and health care services has been introduced. The inclusion of a third pillar reflects the results of the Benin systematic country diagnostic approved in January 2018 and the renewed commitment of authorities in this area. The second change in the operation is that it will include both an IDA Credit and an IDA policy-based guarantee (PBG). These two changes do not modify, and rather increase, the rationale for WBG support, which is to support the implementation of the GAP and the program for growth and sustainable development (PC2D). The  project is fully anchored in the World Bank Group’s maximizing financing for development (MFD) approach. The reforms in both fiscal policy and social services should also help encourage private sector participation as macroeconomic as well as fiscal stability and human capital are key factors for firms’ investment and productivity.",-0.5001314
P171543,2021,0.0,0.0,0.0,"Agricultural Employment Support for Refugees and Turkish Citizens through Enhanced Market Linkages To improve the conditions for formal agricultural employment opportunities in selected host communities The development objective of Agricultural Employment Support for Refugees and Turkish Citizens through Enhanced Market Linkages Project for Turkey is to improve the conditions for formal agricultural employment opportunities in selected host communities. This project has three components. 1) The first component, Enhancing employment opportunities through contract farming, has the following sub-components: (i) Improving the skills and employability of agricultural workers; and (ii) Increasing labor demand through enhanced production capacity of farms. 2) The second component, Increasing demand for contract farming, aims to increase the use of and demand for contract farming schemes in project areas by increasing the aggregation capacity of primary Agricultural Credit Cooperative of Turkey (ACCs). 3) The third component, Implementation support and institutional capacity building, has the following sub-components: (i) Project management and capacity building; (ii) Grievance and redress mechanism and citizen engagement; and (iii) Monitoring and evaluation.",-0.35160947
P178715,2023,0.47,0.12,0.35,"Climate Resilience and Agriculture Development Project The Project Development Objective is to increase competitiveness and climate resilience of priority agri-food value chains. The development objective of the Climate Resilience and Agriculture Development Project for Albania is to increase competitiveness and climate resilience of priority agri-food value chains. The project comprises of three components. The first component, promoting climate smart agriculture and access to markets aims at supporting resilient and climate smart agriculture, productivity and quality improvements and improving market access through investments to shorten value chains, strengthen resilience of food supply, introduce digital technology, and develop a modern and reliable irrigation delivery services and drainage network for high-value agricultural production. It consists of following sub-components: (i) promoting climate smart and resilient value chains; and (ii) modernizing selected irrigation and drainage schemes for high-value agricultural production. The second component, enhancing compliance with food safety and quality standards aim at addressing weak compliance and control mechanisms related to food safety, veterinary, and phytosanitary standards which currently impede competitiveness and create market access inequalities both in the local and export markets. The third component, strengthening evidence-based analysis capacity of Ministry of Agriculture and Rural Development (MARD) and municipalities aims at establishing a sustainable and effective monitoring and evaluation (M and E) system for agricultural and rural development policy in Albania.",0.064672686
P175721,2022,0.0,0.0,0.0,"Innovations Towards Learning in Lagging Iraqi Governorates To enhance teaching practices of Arabic and Mathematics teachers and improve literacy and numeracy skills among the most vulnerable primary students in lagging Iraqi governorates. The objective of the  Innovations Towards Learning In Lagging Iraqi Governorates Project is to enhance teaching practices of Arabic and Mathematics teachers and improve literacy and numeracy skills among the most vulnerable primary students in lagging Iraqi governorates. The project supports the most vulnerable primary students in acquiring early literacy and numeracy skills in three lagging Iraqi governorates, through support to schools, teachers, and caregivers, as well as the Directorates of Education (DOEs) and the Ministry of Education (MOED). There are three components to the project, the first component being strengthen teaching practices of Arabic and Mathematics primary teachers in early literacy and numeracy. This component aims to strengthen the teaching practices of Arabic and Mathematics primary teachers in literacy and numeracy. The second component is to support parents and schools with tailored learning tools for students while they learn at home or at school. This component aims to support parents and schools with tailored learning tools to serve students while they learn at home or at school. Finally, the third component is the capacity building for school leaders, DOE and MOED staff, and monitoring and evaluation, and PMT operating costs. This component aims to support capacity building for school leaders, DOE and MOED staff, M&E, and the Project Management Team (PMT).",-0.42582402
P170267,2020,0.35,0.33,0.01,"North Macedonia: Local Roads Connectivity Project The project development objectives are: 1) to improve government capacity to manage local roads and improve access to markets and services; and 2) to provide immediate and effective response to an eligible crisis or emergency. The development objectives of the Local Roads Connectivity Project for North Macedonia are to improve government capacity to manage local roads and improve access to markets and services. The project comprises of four components. The first component, capacity enhancement will finance technical assistance and capacity-building activities that will build local and central government capacity to manage local roads by introducing a sound planning and governance framework and improved contracting approaches. It consists of following sub-components: (i) strengthening municipalities’ planning and implementation capacity; and (ii) capacity support to Ministry of Transport and Communication (MoTC). The second component, rehabilitation of local roads and community facilities will finance infrastructure investments in municipal roads and streets and related consultative and preparatory processes. It consists of following sub-components: (i) road rehabilitation and improvement; and (ii) community-driven infrastructure pilot. The third component, project implementation support will support project costs of the project implementation unit (PIU) under the MoTC. The fourth component, contingent emergency response component (CERC) will finance emergency response and reconstruction by drawing from the uncommitted loan resources of the other project components.",-0.12730537
P158739,2017,0.05,0.0,0.05,"Colombia Fiscal and Growth DPL 1 Project Development Objective (Note: will be disclosed in the MOS)The new series of World Bank Development Policy Loans (DPLs) to Colombia would support: (1) fiscal reforms to gradually narrow the fiscal deficit while creating the fiscal space to pay the costs of the peace process and maintain spending on key investments that would support medium-term growth; and (2) competitiveness reforms to support productivity growth and economic diversification.Board Schedule Comments The project development objectives (PDOs) of the First Fiscal Sustainability and Competitiveness Development Policy Financing (DPF) Project for Colombia are to: (i) support fiscal consolidation measures and improved contingent liabilities management; and (ii) foster productivity in non-extractive sectors by strengthening the policy framework for trade facilitation, investment, competition, business regulation, and innovation. The DPF series supports Colombia’s efforts to maintain fiscal sustainability and enable the basis to accelerate productivity growth in the context of the ongoing peace process and under a less favorable external environment. Sound macroeconomic and structural policies, coupled with favorable external conditions (up to mid-2014), enabled a strong broad-based growth and poverty reduction. Fiscal reforms are a central priority to maintain sustainability, including in light of the potential costs of the ongoing peace process. The authorities value the Bank’s programmatic policy-based financing for its continuity in its support to the institutional reform agenda and the technical support that is embedded in the design and preparation of this DPF series. The operation also builds upon the current peace and post-conflict agenda and is well-aligned with the objectives of the World Bank Group’s Colombia country partnership framework (CPF) FY2016-2021.",-0.42240116
P173734,2022,0.68,0.26,0.42,"Climate Resilient Water Services Project The project development objective is to (i) increase access to climate-resilient water services in selected river basins, and (ii) strengthen institutional capacities for climate-resilient water management at the local and national levels. 

 The development objective of Climate Resilient Water Services Project for Kyrgyz Republic is to (i) increase access to climate-resilient water services in selected river basins, and (ii) strengthen institutional capacities for climate-resilient water management at the local and national levels. This project has four components. 1) The first component, Infrastructure Investments and Service Improvements, has the following sub-components: (i) Water Supply and Sanitation infrastructure; and (ii) Irrigation and Drainage Services Improvement. 2) The second component, Institutional Strengthening for Climate Resilient Service Delivery, Water Resources Management and Dam Management, has the following sub-components: (i) Institutional Strengthening for WSS Service Delivery; (ii) Institutional strengthening for irrigation water services delivery; (iii) Water and soil quality monitoring system; and (iv) Dam management. 3) The third component, Project Management, Monitoring and Evaluation (M&E) and Professional Development, will finance the required staff, consultant services, professional development and operating costs that will allow the Project Implementation Units to carry out their responsibilities for implementation. 4) The fourth component, Contingent Emergency Response Component (CERC), allows the government to request the World Bank to recategorize and reallocate uncommitted financing from other project components to cover emergency response and recovery costs.",0.2713471
P173757,2020,0.0,0.0,0.0,"COVID-19 Emergency Response and Pandemic Preparedness Project To support the Government of Bangladesh to prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness The purpose of the COVID-19 Emergency Response and Pandemic Preparedness Project is to support the Government of Bangladesh to prevent, detect and respond to the threat posed by COVID-19 (Coronavirus) and strengthen national systems for public health preparedness. This project consists of four components. Component one will provide immediate support to Bangladesh to prevent COVID-19 from arriving or limiting local transmission through containment strategies. There are four subcomponents: (i) Case Detection, Confirmation, Contact Tracing, Recording, Reporting; (ii) Social Distancing Measures; (iii) Health System Strengthening, and; (iv) Communication Preparedness. Component two will support activities which aim to improve prevention and response planning for, Emerging Infectious Diseases (EIDs) in the context of human and animal health system development. Component three will provide support for project implementation and management, including for procurement, financial management, monitoring and evaluation (M&E), and capacity strengthening of the Project Implementation Unit (PIU). Component four will ensure provision of immediate response to an eligible crisis or health emergency.",-0.40245283
P164555,2019,0.13,0.13,0.0,"Real Estate & Geospatial Infrastructure Project The Project Development Objective is to increase the quality and availability of land administration and geospatial data and services. The development objective of Real Estate Cadastre and Geospatial Infrastructure Project for Kososvo is to increase the quality and availability of land administration and geospatial data and services. This project has four components. 1) The first component, Policy, Legal and Institutional Support, aims finance the provision of support to: (a) develop an updated Kosovo Cadastre Agency (KCA) strategy and business plan; (b) support the preparation and implementation of Kosovo’s cadastre legal and regulatory framework; and (c) conduct land market studies and analyses. 2) The second component, Cadastre Modernization, aims to continue the modernization of the cadastre in Kosovo, which commenced under the Real Estate Cadastre and Registration Project (RECAP) project. 3) The third component, Information and Communication Technology (ICT) and Geospatial Infrastructure, aims to make important IT and geospatial investments in the Kosovo land and property market, and to support the implementation of KCA’s IT and National Spatial Data Infrastructure (NSDI) Strategies. 4) The fourth component, Project Management, Capacity Building, Public Outreach, and Monitoring and Evaluation, aims to ensure the smooth and timely implementation of the project and support activities related to capacity building, public outreach, and monitoring and evaluation (M and E).",-0.3307161
P165477,2019,0.52,0.15,0.37,"Dhaka City Neighborhood Upgrading Project To enhance public spaces and improve urban services in selected neighborhoods in Dhaka. The development objective of the Dhaka City Neighborhood Upgrading Project for Bangladesh is to enhance public spaces and improve urban services in selected neighborhoods in Dhaka. The project comprises of two components. The first component, public space enhancements consists of following sub-components: (i) neighborhood-level public space upgrading; and (ii) city-wide pilot traffic management improvements. The second component, place management, urban planning, and project implementation support will finance: (i) activities related to asset management, operations and maintenance (O and M) and place management of newly-improved public space assets of Dhaka South City Corporation (DSCC); (ii) feasibility studies, conceptual, and detailed designs and other preparation activities for follow‐on investment projects; and (iii) costs associated with project implementation, including incremental operating costs, training, technical advisory, goods‐ and services‐related procurement for the project implementation unit (PIU), and monitoring and evaluation of project results. It consists of following sub-components: (i) asset management, O and M, and place management; (ii) urban planning and feasibility study for upgrading unplanned areas; and (iii) support to project management and implementation.",0.030291267
P170839,2021,0.69,0.0,0.69,"Green Finance Demonstration Project To catalyze private capital and expand the supply of equity financing to green enterprises and projects in selected regions of China
 The development objective of the Green Finance Demonstration Project for China is to catalyze private capital and expand the supply of equity financing to green enterprises and projects in selected regions of China. The project comprises of two components. The first component, green and low-carbon investment fund will support the establishment of the green fund and will be the basis for catalyzing additional capital from domestic and foreign institutional investors. The second component, institutional strengthening and project implementation will be financed by China clean development mechanism fund (CCDMF) and will provide the special purpose vehicle (SPV) and its staff with the systems, knowledge, and technical skills to implement the project.",0.071181856
P178417,2024,0.0,0.0,0.0,"Water Supply and Sanitation Acceleration Project To increase access to safely managed water supply and sanitation services in selected areas, strengthen institutions for water supply and sanitation service delivery, and in case of an Eligible Crisis or Emergency, respond promptly and effectively to it The development objective of Water Supply and Sanitation Acceleration Project for Cambodia is to increase access to safely managed water supply and sanitation services in selected areas, strengthen institutions for water supply and sanitation service delivery, and in case of an eligible crisis or emergency, respond promptly and effectively to it. This project has three components. 1) The first component, Province-wide Water Supply Development, has the following sub-components. (i) Water Supply Expansion and Modernization of Public Water Utilities in the Battambang, Pursat and Mondul Kiri Provinces; (ii) Water Supply System Development and Improvement Outside Service Areas of Public Water Utilities in the Battambang and Pursat Provinces; and (iii) Water Supply Institutional Strengthening, Capacity Building, and Project Management. 2) The second component, Provincial Municipality Sanitation Development, has the following sub-components: (i) Sanitation System Development in the Battambang, Pursat, and Ta Khmau Municipalities; and (ii) Sanitation Institutional Strengthening and Project Management. 3) The third component, Contingent Emergency Response, aims to provide immediate response to an eligible crisis or emergency, as needed.",-0.054243166
P161534,2021,0.94,0.85,0.09,"Climate-Smart Agriculture and Water Management Project To enhance climate resilience and productivity of irrigated agriculture and fisheries in targeted schemes The development objective of the Climate-Smart Agriculture and Water Management Project for Bangladesh is to enhance climate resilience and productivity of irrigated agriculture and fisheries in targeted schemes. The project comprises of four components. The first component is improved climate resilience of flood control, drainage and irrigation infrastructure systems. It consists of following sub-components: (i) flood control and drainage (FCD) and flood control drainage and irrigation (FCDI) scheme rehabilitation and modernization; and (ii) management transfer and capacity building of Bangladesh Water Development Board (BWDB) and water management organizations (WMOs). The second component is climate-smart agriculture and fisheries production and marketing. It consists of following sub-components: (i) support to climate-resilient crop production and marketing; and (ii) support to climate-resilient fisheries production and marketing. The third component, project management support will support for project monitoring and evaluation and reporting, including for: impact assessments, financial and procurement management, communication, studies, development of interactive voice response system to promote citizen engagement and community feedback, development of management information system, and installation and use of accounting software. The fourth component, contingency emergency response will provide immediate response to an eligible crisis or emergency, as needed.",0.24433598
P151739,2017,1.0,0.0,1.0,"Turkey Geothermal Development Project The Project Development Objective is to scale up private sector investment in geothermal energy development in Turkey. The development objective of Geothermal Development Project for Turkey is to scale up private sector investment in geothermal energy development. This project has two components. The fist component, Risk Sharing Mechanism (RSM) for Resource Validation, aims to promote private sector development of renewable geothermal energy projects in the early stage geothermal exploratory and confirmation drilling stages by sharing the risk of failing to validate a geothermal resource among two parties: the administrator of an RSM, capitalized by a Clean Technology Fund (CTF) contingent recovery grant, and the geothermal developer (that is, the beneficiary). The second component, Loan Facility for Resource Development, aims to address the financing gap that license holders face today in the resource development stages of geothermal projects by providing debt financing to encourage and support both license holders and financiers investing in (a) the capacity or production drilling stage and (b) the steam gathering and power plant construction stage.",0.2903164
P174220,2021,0.0,0.0,0.0,"Sudan Education COVID-19 Response To support learning continuity at the basic education level during the COVID-19 pandemic and school system shutdown and safe transition back to school during recovery. The development objective of Education COVID19 Response Project for Sudan is to support learning continuity at the basic education level during the COVID-19 (Coronavirus)  pandemic and school system shutdown and safe transition back to school during recovery. This project has three components. 1) The first component, Supporting learning continuity at the basic education level during the COVID-19 (Coronavirus) pandemic and school system shutdown, has three sub-components as follows: (i) Production and dissemination of television and radio education broadcast and newspaper education columns; (ii) Engagement of students and teachers in the learning continuity programs; and (iii) Provision of radios to the poorest families. 2) The second component, Provision of radios to the poorest families, has three sub-components as follows: (i) Ensuring children’s return to school; (ii) Rapid assessment of learning when schools resume; and (iii) Provision of water tanks to schools with no access to clean water. 3) The third component, Program coordination and management, aims to support the Federal Ministry of Education (FMoE) in overall program coordination, monitoring, and evaluation.",-0.44544965
P172422,2021,0.09,0.05,0.04,"Senegal Cadastre and Land Tenure Improvement Project The proposed Project Development Objective is to strengthen the Recipient’s capacity for the implementation of its cadastre at a national level; and to increase the number of land rights registered in selected areas. The development objective of the Cadastre and Land Tenure Improvement Project for Senegal is to strengthen the Recipient’s capacity for the implementation of its cadastre at a national level; and to increase the number of land rights registered in selected areas. The project comprises of five components. The first component, strengthening land institutions and investing in geospatial infrastructure objective is to improve the land administration service delivery by improving the efficiency of the involved land institutions and facilitating the digital transformation of land administration in Senegal. It consists of following sub-components: (i) strengthening public sector capacity for improved land administration service delivery; (ii) facilitating digital transformation of land administration; and (iii) strengthening the national spatial data infrastructure (NSDI). The second component, empowering project-supported municipalities in carrying out systematic land registration operations objectives are: (i) to provide the municipalities and the administrations concerned with georeferenced information on the various statuses and land boundaries; (ii) to formalize individual or collective use rights, as they exist; (iii) to contribute to the establishment of an innovative national cadastre that considers individual and collective land use rights; and (iv) to improve land governance in the selected municipalities. The third component, sustaining long-term policy dialogue, scaling-up training and innovation in the land sector objective is to support capacity building and foster innovation in the Senegalese land administration sector, including research and policy dialogue to prepare for the modernization and expansion of the land administration services at central and decentralized levels (ministries, tax service centers (CSF), municipalities). It consists of following sub-components: (i) promoting research and dialogue on land tenure governance innovations; and (ii) supporting the development of land tenure training. The fourth component, program coordination, monitoring, and knowledge management will finance modernization of land management program, KfW (PROCASEF’s) investment and recurrent costs for the management of the International Development Association (IDA) finance. The fifth component, contingent emergency response component (CERC) will allow for the rapid reallocation of project funds in the event of natural or man-made crisis and major disease outbreaks of public health importance during the implementation of the project, in accordance with the World Bank investment project financing (IPF) policy, paragraph 12 (Projects in Situations of Urgent Need of Assistance or Capacity Constraints).",-0.30224022
