id,fiscalyear,Climate change,Climate adaptation,Climate mitigation,text,pred_a,pred_m
P168308,2020,0.99,0.56,0.43,"Urban Resilience and Solid Waste Management Project The development objectives of the project are to reduce vulnerability to flooding in selected urban areas and improve solid waste management in targeted municipalities.
 The development objectives of the Urban Resilience and Solid Waste Management (SWM) Project for Cote d’Ivoire are to reduce vulnerability to flooding in selected urban areas and improve SWM in targeted municipalities. The project comprises of four components. The first component, flood risk mitigation infrastructure and services focus on mitigating the negative impacts of recurrent flooding through a hybrid approach that combines green and grey infrastructures, including urban drainage and associated roadworks, and nature-based solution (NBSs) for erosion control and water retention. It consists of following sub-components: (i) urban drainage and associated roadworks; (ii) nature-based solutions for erosion and landslide control; (iii) emergency preparedness and early warning system; and (iv) resilient urban planning. The second component, improvement of SWM infrastructure and services aims to help further improve the SWM system in the Abidjan Autonomous district, expand the model to other secondary cities, and optimize the systems through better governance, reducing waste quantities buried, and use of digital technology. It consists of following sub-components: (i) strengthening solid waste management capacities in the Abidjan autonomous district and two selected intercommunal groups of secondary cities; (ii) strengthening sector governance, institutional capacity, and citizen engagement; and (iii) improving solid waste management through citizen engagement, recycling, reuse, composting, and digital technology. The third component will support project management activities. The fourth component, contingent emergency response component will allow for rapid reallocation of project funds in the event of a natural or artificial crisis during the implementation of the project.",0.501832,0.33885834
P156241,2017,0.0,0.0,0.0,"Innovate in India for Inclusiveness The proposed project development objective (PDO) is to facilitate innovation in biopharmaceutical products and medical devices that address public health priorities in India The development objective of Innovate in India for Inclusiveness is to facilitate innovation in biopharmaceutical products and medical devices that address public health priorities in India. This project has three components. 1) The first component, Strengthening the pilot-to-market innovation ecosystem, aims to provide grant funding to support the creation of centers of excellence for validation, early stage bio-manufacturing, clinical development, training, and technology transfer.  It has the following five subcomponents: (i) Shared facilities; (ii) Scientific research; (iii) Clinical trial network; (iv) Training; and (v) Technology transfer. 2) The second component, Accelerating the pilot-to-market process for specific products, aims to provide grant funding to consortia of private, public, and academic institutions, led by cutting-edge institutions in their respective field, to accelerate the development of low-cost, select vaccines, biopharmaceuticals, diagnostics, and medical devices that address public health priorities in India.  It has the following three subcomponents: (i) Vaccines; (ii) Biosimilars; and (iii) Medical devices (instruments and diagnostics). 3) The third component, Project management and monitoring and evaluation, aims to cover the operating costs incurred by Biotechnology Industry Research Assistance Council (BIRAC) in the implementation of the project.",0.14254117,0.10043012
P172284,2023,0.16,0.14,0.01,"Ethiopia Human Capital Operation The objective of the Operation is to improve learning outcomes and nutrition services for girls and boys, and to strengthen service delivery and accountability, in all regions including areas affected by conflict, droughts and high levels of refugees The development objective of the Human Capital Operation (HCO) for Ethiopia is to improve learning outcomes and nutrition services for girls and boys, and to strengthen service delivery and accountability, in all regions including areas affected by conflict, droughts and high levels of refugees. The HCO will have three components. Component 1 using Program-for-Results (PforR) will support basic service delivery at the woreda level, including for refugees and host communities; component 2 using investment project financing (IPF) will improve human capital outcomes in areas affected by conflicts, droughts, and high level of refugees and strengthen system capacity, including on refugee integration and protection through technical assistance; and component 3 as a zero-dollar contingent emergency response component (CERC) that can be triggered to respond to emergencies if, and when, deemed appropriate.",0.14388217,-0.034297448
P172339,2020,0.0,0.0,0.0,"St Maarten Civil Society Partnership Facility for Resilience Project (CSPFRP) The Project Development Objective (PDO) is to improve the capacity of civil society organizations and support implementation of reconstruction and resilience sub-projects at the community level. The development objective of Civil Society Partnership Facility for Resilience Project for Sint Maarten is to improve the capacity of civil society organizations and support implementation of reconstruction and resilience sub-projects at the community level. This project has three components. 1) The first component, Small Grants to Civil Society Organization (CSOs) for Reconstruction and Resilience, aims to finance small grants to CSOs for community reconstruction and resilience subprojects. 2) The second component, Capacity Building and Technical Assistance for local CSOs, aims to support capacity building and technical assistance activities for the local CSOs that are prospective implementers of grants. 3) The third component, Project Management and Coordination, aims to finance project management and coordination activities.",0.29537264,0.0955646
P170552,2019,0.0,0.0,0.0,"Energy Supply Reliability and Financial Recovery Guarantee The project development objective is to increase electricity supply reliability and improve the financial viability of the electricity transmission company. The development objective of the Energy Supply Reliability and Financial Recovery Project for Georgia are to increase electricity supply reliability in the western part of Georgia,achieve the financial viability of Georgian State Electrosystem (GSE), and help it access long‐term commercial financing.It has three components. First component,Strengthening of the power transmission network will also help to address the climate vulnerability risk due to expected increase in frequency of extreme winds, floods, landslides, and mudflows. This climate vulnerability risk would be mitigated by designing the electricity transmission towers to withstand the observed maximum winds in the specific locations along the Overhead Line (OHL) route. It has two sub-components. i) Construction of Jvari‐Tskaltubo 500 kV power transmission line and 500/220 kV Tskaltubo substation and ii) Project implementation support; Second component, Support to financial recovery of GSE and preparatory work to access the capital market will finance (i) development and implementation of a strategy for managing Foreign Exchange (FX) risks, (ii) some institutional strengthening measures that are essential for long‐term financial viability of GSE Group, and (iii) preparatory work to sustainably raise long‐term commercial financing.It has three sub-component. (i) Support to financial recovery, (ii) Preparatory work to access the capital markets and (iii) Support to execution of the transaction to access capital markets; Third component, Support to GSE to raise long‐term commercial financing will help GSE to access the domestic or international markets for long‐term commercial financing and establish a track record given that it has traditionally relied only on public resources to finance investments.",0.06248866,0.45556137
P175237,2022,0.88,0.73,0.15,"Agro-Climatic Resilience in Semi-Arid Landscapes (ACReSAL) The PDO is to increase the implementation of sustainable landscape management practices in targeted watersheds in northern Nigeria and strengthen Nigeria’s long-term enabling environment for integrated climate-resilient landscape management. The development objective of the Agro-Climatic Resilience in Semi-Arid Landscapes (ACReSAL) Project for Nigeria is to increase the implementation of sustainable landscape management practices in targeted watersheds in northern Nigeria and strengthen Nigeria’s long-term enabling environment for integrated climate-resilient landscape management. The project comprises of four components. The first component, dryland management will implement integrated watershed management planning and addresses challenges of large-scale watershed degradation in northern Nigeria. It consists of following sub-components: (i) strategic watershed planning; (ii) landscape investments; and (iii) special ecosystems. The second component is community climate resilience. It consists of following sub-components: (i) community strengthening; and (ii) community investments. The third component, institutional strengthening and project management includes investments to improve the enabling institutional and policy foundation for multisectoral integrated landscape management and climate resilience, as well as support to project management. It consists of following sub-components: (i) institutional and policy strengthening; and (ii) project management. The fourth component, contingent emergency response (CERC) is a financing mechanism available to borrowers in investment project financing (IPF) operations to enable quick deployment of uncommitted funds to respond to an eligible crisis or emergency.",0.65882707,0.31893054
P180755,2023,0.21,0.05,0.15,"Digital, Innovation, and Green Technology Project The project development objective is to advance research and innovation with a digital and green focus through enhancing institutional infrastructure and research performance of research organizations and firms. The development objective of the Digital, Innovation, and Green Technology Project for Croatia is to advance research and innovation with a digital and green focus through enhancing institutional infrastructure and research performance of research organizations and firms. The project comprises of two components. The first component, enabling institutional conditions for digital and green research and innovation aims to foster enabling conditions for digital and green research and innovation by strengthening institutional capacities and bolstering the effectiveness of European Union (EU) funds. It consists of following sub-components: (i) strengthening the institutional infrastructure for research and innovation policy; and (ii) strengthening the effectiveness of research and innovation financing. The second component, programs for digital and green research and innovation provides financing to accelerate the economy’s digital transformation and green transition through research and innovation. It consists of following sub-components: (i) pre-commercial digital and green research and development (R and D) support; and (ii) synergies program.",0.0203272,0.33304864
P167190,2019,0.17,0.11,0.06,"Bangladesh Jobs Programmatic DPC The Bangladesh Jobs DPC supports the Government of Bangladesh's program of reforms to address the country’s jobs challenges by: (i)modernizing the trade and investment environment; (ii) strengthening systems that protect workers and build resilience; and (iii) improving policies and programs that enhance access to jobs for vulnerable populations. The development objective of the First Programmatic Jobs Development Policy Credit (DPC) for Bangladesh is to support the Government of Bangladesh's (GoB’s) program of reforms to address the country’s jobs challenges by: (i) modernizing the trade and investment environment; (ii) strengthening systems that protect workers and build resilience; and (iii) improving policies and programs that enhance access to jobs for vulnerable populations. The operation will help strengthen GoB’s capacity to support faster, more inclusive job creation in the short‐to‐medium term, while laying the foundations for a future economy that is sustainable and adaptable to a rapidly changing external environment. DPCs is organized around three pillars. Pillar A seeks to improve the environment for sustainable private investment and trade to unlock large‐scale job creation in diversified manufacturing sectors where Bangladesh has comparative advantage today, while also establishing an investment environment that is conducive the industries and services that will drive job creation in the future. Pillar B aims to strengthen national systems that reduce the vulnerability of workers and strengthen resilience, improving the quality of jobs today and ability of workers to adapt to future changing labor markets. Pillar C targets reforms to enhance access to job opportunities for vulnerable groups in today’s and tomorrow’s labor markets through support for women’s labor market participation, overseas migrants, and skills development for youth. The operation represents an opportunity for the World Bank Group (WBG) to re‐engage with the GoB on development policy lending, while marking an inflection point for the GoB’s approach to addressing the jobs challenge.",0.054365296,0.06304214
P176272,2022,0.6,0.6,0.0,"Samoa Aviation and Roads Investment Project Improve the climate resilience and safety of the Recipient’s aviation and road sectors, and in case of an Eligible Crisis or Emergency, respond promptly and effectively to it. The development objective of Aviation and Roads Investment Project for Samoa is to improve the climate resilience and safety of the Recipient’s aviation and road sectors, and in case of an eligible crisis or emergency, respond promptly and effectively to it. This project has four components. 1) The first component, Climate Resilience and Safety Investments in the Aviation Sector, has the following sub-components: (i) Technical Assistance; (ii) Physical Investments and equipment; and (iii) Regional Airport Maintenance Program. 2) The second component, Climate Resilience and Safety Investments in the Road Sector, has the following sub-components: (i) Technical Assistance; and (ii) Physical Investments and Work. 3) The third component, Strengthening the Enabling Environment, has the following sub-components: (i) Technical, advisory, and administrative support required for SAA; and (ii) Technical, advisory, and administrative support required for LTA. 4) The fourth component, Contingent Emergency Response Component, is designed to provide a swift response in an event of an eligible crisis or emergency, by enabling Samoa to request the World Bank to reallocate project funds to support emergency response and reconstruction.",0.72109467,0.043480657
P165639,2018,0.06,0.0,0.06,"SL Supplemental Financing for the PTSC-I The Supplemental aims to contribute to the Government of Sierra Leone's objective of achieving sustainable and inclusive economic development through: (i) increasing productivity in selected economic sectors and (ii) improving transparency and accountability in selected government decision making processes, by helping the country respond to the landslide, mudslide and flooding of August 14, 2017. The development objective of the First Productivity and Transparency Support Credit Project for Sierra Leone is to estimate the damages and losses related to the landslide and flooding and to make preliminary estimations of the recovery needs. The WBG, with funding from the Global Facility for Disaster Reduction and Recovery (GFDRR), is also supporting the country to strengthen its capacity for disaster management. An on-going project9 supports GoSL to strengthen its policies and programs on Disaster Risk Reduction (DRR) through mainstreaming activities related to the country’s climate resilience and disaster risk mitigation priorities. The project aims to: (i) strengthen institutional capacity and consensus building for DRR, including synchronization of programs towards DRR preparedness and responsiveness; (ii) enhance DRR programs through development of tools (e.g. flood hazard identification; vulnerability analysis) for disaster preparedness that encourage community participation, including affected households; and (iii) build the knowledge base for disaster risk management (DRM).The Productivity and Transparency Support Credit (PTSC) series supports reforms to increase productivity and improve transparency. The aim of the series is to contribute to the Government’s objective of achieving sustainable and inclusive economic development through: (i) increasing productivity in selected economic sectors and (ii) improving transparency and accountability in selected government decision making processes. The program covers six policy areas, namely: agriculture and land, fisheries, energy, education, procurement, and asset disclosure. Financing provided through the operations supports the maintenance of adequate fiscal framework and helps to absorb shocks without impeding the provision of basic public services.",0.6403582,-0.029788425
P163714,2018,0.03,0.03,0.0,"General Education Modernization Project Enhance quality and strengthen stewardship of the general education system The development objective of General Education Modernization Project for Sri Lanka is to enhance quality and strengthen stewardship of the general education system. This project has three components. 1) The first component, Enhancing Quality and Strengthening Stewardship of Primary and Secondary Education, aims to support the implementation of activities aims at enhancing quality and strengthening stewardship of primary and secondary education.  It has the following six subcomponents: (i) Curriculum Modernization and Diversification; (ii) Teacher Development; (iii) System Level Quality Assessment; (i) Enhanced Program for School Improvement; (v) Strengthening Education Leadership and Management; and (vi) Promoting Social Equity and Inclusion through Education. 2) The second component, Project Operations and Technical Support, aims to provide traditional input-based financing to assist the Ministry of Education (MoE) to coordinate, implement and monitor the General Education Modernization (GEM) Project component through operational and technical assistance (TA). 3) The third component, Contingent Emergency Response, aims to allow for rapid reallocation of project proceeds in the event of a natural or man-made disaster or crisis that has caused or is likely to imminently cause a major adverse economic and or social impact.",0.016088761,-0.012683774
P157900,2017,0.0,0.0,0.0,"Mali - Poverty DPO  The proposed operation would support authorities efforts to increase financing and effectiveness of pro-poor interventions (microfinance, agriculture, education, social protection, decentralisation) and strenghten the monitoring and evalution of such interventions This program document presents the first Poverty Reduction and Inclusive Growth Support Operation (PRIGSO) in the amount of US$50 million equivalent to the Government of Mali (GoM). The series is designed to support the implementation of the Growth and Poverty Reduction Strategy Paper for the period 2016‐2018, known as the ‘Cadre Stratégique pour la Relance Economique et le DéveloppementDurable du Mali’ (CREDD). The CREDD, the 2015 Systematic Country Diagnosis (SCD) and the FY16‐FY19 Country Partnership Framework (CPF) for Mali are all closely aligned. The PRIGSO series supports the policies defined in the CREDD by fostering inclusive growth and supporting pro‐poor decentralized transfers and social protection. This is the first credit in the proposed series, which consists of two single tranche credits. The operation has two development objectives: (i) foster inclusive growth and (ii) support pro-poor decentralized transfers and social protection. The operation supports the first objective through a set of mutually reinforcing reforms that should lead to increased revenue of poor rural households following reforms in the provision of agricultural subsidies, the micro‐finance sector, and the legal and institutional framework of rural land. This objective is also supported by improved maintenance of rural roads, an expansion of the mobile phone network, and increased competition in the telecommunications sector. The second objective is supported by increasing the coverage and reducing the fragmentation of the social protection system and by funding accelerated decentralization. This is an important element of the Peace Agreement as reflected by the commitment to almost double the share of spending by non-central entities (collectivités territoriales) from approximately 16 percent of the budget in 2016 to 30 percent in 2018. As governance remains an area of concern, the Authorities have been notified that good governance is an important prerequisite for the PRIGSO series as is maintaining macro‐economic stability.",0.094648555,0.028659536
P174041,2021,0.0,0.0,0.0,"Uganda COVID-19 Response and Emergency Preparedness Project The objective of the Project is to prevent, detect and respond to COVID-19 and strengthen national systems for public health emergency preparedness in Uganda. The development objective of COVID-19 Response Project is to prevent, detect and respond to Coronavirus (COVID-19) and strengthen national systems for public health emergency preparedness in Uganda. This project has three components. 1) The first component,  Case Detection, Confirmation, Contact Tracing, Recording, Reporting, aims to leverage investments made through the East Africa Public Health Laboratory Network Project (EAPHLNP) to enhance early detection and reporting of Coronavirus (COVID-19) cases. 2) The second component, Strengthening Case Management and Psychosocial Support, has the following sub-components: (i)  Strengthening COVID-19 Case Management; and (ii) Psychosocial Support and Gender-Sensitive Considerations. 3) The third component, Project Management, Monitoring and Evaluation, aims to focus on two main areas: (i) Project Management; and (ii) Communications and Informative Technology Capacity.",0.014455384,0.008357395
P178694,2023,0.37,0.28,0.08,"Fiji Tourism Development Program in Vanua Levu The Project Development Objectives (PDOs) of Phase I MPA are to strengthen targeted infrastructure and essential services, increase coordination and private sector participation in tourism, and enhance environmental sustainability of tourism assets. The development objective of the Tourism Development Program in Vanua Levu Project for Fiji is to develop resilient and sustainable tourism infrastructure and services in Vanua Levu. The project comprises of three components. The first component, overcoming barriers and developing sustainable Tourism aims to address three out of the four main barriers to developing Vanua Levu into a sustainable and resilient tourism destination. It consists of following sub-components: (i) integrated tourism master planning and destination development; (ii) tourism micro, small, and medium enterprises (MSME) recovery, expansion, and skills development; (iii) strengthening natural resource management and biodiversity conservation; and (iv) emergency management and preparedness for tourism. The second component, building resilient tourism infrastructure address the remaining key barrier to tourism in Vanua Levu - namely, insufficient infrastructure and essential services in Vanua Levu. It consists of following sub-components: (i) connectivity infrastructure investments; (ii) the resilient essential facilities and services investments; and (iii) cityscape improvement of Savusavu and Labasa. The third component, tourism capacity enhancement and project management will address capacity challenges to improve institutional coordination between implementation agencies and enhance the enabling environment for private sector-led sustainable tourism. It consists of following sub-components: (i) institutional strengthening and capacity building; and (ii) project management.",0.2136623,0.11630178
P158463,2017,0.0,0.0,0.0,"CI-DPO on Fiscal Management, Education and Energy Reforms Project Development Objective (Note: will be disclosed in the MOS)The Program Development Objectives (PDOs) are intended to support the Government's ability to: (i) enhance tax revenue and public procurement; (ii) strengthen efficiency and equity in the education sector and; (iii) improve the performance of the electricity sector and enable private participation. There aims mutually reinforcing complementarities within the three pillars since the creation of additional fiscal space through higher revenue mobilization will help increase financing of education expenditure. Similarly, improved access to electricity will boost private sector activities and help collect additional revenue.Board Schedule Comments The operation is the first in a programmatic series of two Development Policy Operations (DPO). The policy program supported by the Development Policy Financing (DPF) aims at: (i)enhancing tax revenue collection and public procurement; (ii) strengthening the efficiency and equity in the education sector; and (iii) improving the performance of the electricity sector and enabling private participation. The development policy operation (DPO) series is closely aligned with the 2016‐20 National Development Plan (NPD) and an integral element of the World Bank Country Partnership Framework (CPF). The DPO series aims at supporting the Government in its overall effort to promote sustainable and inclusive growth over the next few years. The Government’s strategy was well defined in the recently adopted National Development Plan (NDP) for the period 2016‐2020, which was presented to the international community at the Consultative Group meeting organized in Paris in May 2016. The series deliberately focuses on a sub‐set of critical challenges linked to fiscal policy, education, and energy. This selectivity was based on the combination of the Government’s priorities, the recent findings of the Systematic Country Diagnostic (SCD) and other analytical work, and the lessons derived from previous budget support’s operations in Cote d’Ivoire and in other low‐income countries. Other 2016‐2020 NDP priorities, in particular job creation and private sector development, are being, and will continue to be, supported by other World Bank Group (WBG) operations, including the regional DPO on trade facilitation between Burkina Faso and Cote d’Ivoire as well as several investment projects aimed at improving Côte d’Ivoire’s competitiveness in priority sectors such as agriculture and industrial transformation.",0.0136894705,0.08705684
P158138,2018,0.0,0.0,0.0,"Youth Economic Inclusion Project The objectives of the Project are: (a) to improve economic opportunities for targeted disadvantaged youth in the Selected Governorates of the Borrower; and (b) support the Borrower’s efforts to mitigate impacts of the COVID-19 pandemic on jobs and earning losses in all Governorates. The objective of the Youth Economic Inclusion Project for Tunisia is to improve economic opportunities for targeted disadvantaged youth in the selected Governorates of the Borrower. There are three components to the project, the first component being identifying and connecting target youth to jobs. This component aims to identify and provide tailored services to selected target youth to facilitate their transitions from unemployment and inactivity into wage or self-employment, or to help them move from low to higher quality jobs (including from informal to formal). This component includes two subcomponents: carrying out of program intake and profiling of target youth, and providing tailored services for connecting target youth to jobs. The second component is the supporting job creation. This component aims to help the private sector realize its potential in creating jobs by: (a) supporting the development of value chains that have a high potential of job creation, and (b) supporting selected target youth in the creation and development of their micro-projects. This component includes two subcomponents: supporting the development of value chains with high job creation potential, and supporting the creation of micro enterprises. Finally, the third component is the building effective and accountable program delivery. This component includes four subcomponents: developing a management information system and other information and communications technology solutions for data-sharing and accountability, creating capacity-building and communications with stakeholders, building results-orientation and service delivery accountability, and project implementation support.",0.026888466,0.017616639
P174028,2021,0.04,0.03,0.02,"Emergency Support for MSMEs Project The Project Development Objective is to support MSMEs in response to and during the recovery from the COVID-19 crisis. The objective of the Emergency Support for Micro, Small, and Medium Enterprises Project for Kyrgyz Republic is to support MSMEs in response to and during the recovery from the COVID-19 crisis. The Project has three components. 1. Reimbursable Financial Assistance to Micro, Small, and Medium Enterprises (MSMEs) component will help businesses survive the economic slowdown and retain employees by supporting their short-term liquidity needs for operational expenses. The Reimbursable Financial Assistance (RFA) will be designed to best fit the needs and characteristics of different types of beneficiaries. 1.1. RFA for micro entrepreneurs subcomponent will provide RFA to eligible subsistence micro entrepreneurs from a total pool of approximately 87,500 businesses. 1.2. RFA for Small and Medium Enterprises (SMEs) subcomponent will provide RFA to eligible SMEs. 2. Portfolio Risk-Sharing Facility component will reduce the risk of financial sector deleveraging from MSMEs’ lending during the crisis and it will ensure credit provision to MSMEs during the recovery. This component has two subcomponents. 2.1. Financing for the Portfolio Risk-Sharing Facility (PRSF) subcomponent will provide funding for the PRSF under three windows: (i) Window 1: overdrafts and short-term loans to MSMEs; (ii) Window 2: restructured MSME credits that were in good standing prior to the COVID-19 crisis; and (iii) Window 3: new MSME long-term loans. 2.2. Capacity building to the Open Joint Stock Company Guarantee Fund (GF), Participating Financial Intermediaries (PFIs), National Bank of the Kyrgyz Republic (NBKR), and other stakeholders subcomponent will include capacity building to the GF, PFIs, NBKR, and other stakeholders, as well as an upgrade in the GF’s management information system to support the rollout and monitoring of the guaranteed portfolio. 3. Project implementation, coordination, and management component will finance overall project implementation, coordination, and management.",-0.0015230972,0.044404447
P504910,2024,0.41,0.05,0.36,"Generating Resilience, Opportunities, and Welfare for a Thriving Egypt (GROWTH) The Development Objective is to foster a competitive, resilient and green economy. Egypt stands at an inflection point in its social and economic development journey. While reforms implemented since 2016 had helped improve economic buffers, economic imbalances remained. These imbalances were exacerbated by external shocks leading to capital flight in March 2022 as investors became concerned about the sustainability of policy settings. The revised International Monetary Fund (IMF) program, as part of a collective development partner effort that includes this proposed operation has helped address immediate, short-term financing needs and restore confidence. However, the necessity for significant medium-term reforms to engender long-term recovery underscores the imperative to realign structural reform priorities. This US700 million dollars operation is the first in a programmatic series of three single-tranche development policy financings (DPFs) to support the Government of Egypt (GoE) in addressing current, longer-term economic challenges and advancing a next generation of reforms. The objective is to shift toward more private sector participation, better macroeconomic and fiscal resilience, and a greener growth trajectory that are essential for a reorientation to a more competitive economy capable of sustainably reducing poverty and increasing shared prosperity. Commitment to these objectives is clear in Egypt’s Sustainable Development Strategy Vision 2030 and National Climate Change Strategy (NCCS) 2050 which center around Green, Inclusive and Resilient Development (GRID). In addition, the Egyptian State Ownership Policy (SOP) regulates the state’s ownership and participation in economic activities, aiming to enhance the private sector’s role in the economy. The United Kingdom has expressed interest in extending a guarantee to IBRD (US200 million dollars), which will expand the initially planned US$500 million IBRD loan amount, bringing the total operation to US700 million dollars. The Asian Infrastructure and Investment Bank (AIIB) also intends to provide US300 million dollars in parallel finance linked to the same reform matrix, with its approval expected within months of this DPF, bringing the total lending to US1 billion dollars. This three-year operation along with the contributions of other partners, complementary initiatives such as the proposed state-owned enterprise (SOE) Program-for-Results (SOE PforR), and International Finance Corporation’s (IFC) work on asset monetization; will contribute significantly to rebuilding trust and resetting expectations.",0.0480285,0.102700055
P167183,2020,0.0,0.0,0.0,"Nigeria Digital Identification for Development Project The Development Objective of the project is to increase the number of persons with a national ID number, issued by a robust and inclusive foundational ID system, that facilitates their access to services. The objective of the Digital Identification for Development Project for Nigeria is to increase the number of persons with a national ID number, issued by a robust and inclusive foundational Identification (ID) system, that facilitates their access to services. The Project has four components. 1. Strengthening the legal and institutional framework component will finance the reform of the ID legal, regulatory, and institutional framework. 2. Establishing a robust and inclusive foundational ID system component will support the harmonization of existing functional ID systems and the establishment of a digital foundational ID platform that issues free of charge a unique national ID number (NIN) as an identity credential to all persons in Nigeria as well as Nigerians living abroad. Component 2 comprises the following subcomponents and activities: (i) Subcomponent 2.1: Reinforcing the National Identity Management System (NIMS). This subcomponent will reinforce deduplication capacity at NIMC, back-end systems, telecommunications links, and human resources, as well as the development of specifications for key systems. (ii) Subcomponent 2.2: Reinforcing the foundational ID ecosystem. This subcomponent will support the foundational ID system’s capacity to deliver NINs at birth as part of the birth registration process through links with a digitized Civil Registration (CR). (iii) Subcomponent 2.3: Development of the enrollment system. (iv) Subcomponent 2.4: Reinforcing information security and privacy. (v) Subcomponent 2.5: Registration of the population. (vi) Subcomponent 2.6: Training of ecosystem partners and their enrollment staff. 3. Enabling Access to Services through IDs component will support integration between public and private sector services and the foundational ID system to facilitate access to services. Component 3 will comprise the following subcomponents: (i) Subcomponent 3.1: Developing authentication services at NIMC. (ii) Subcomponent 3.2: Developing authentication services within the ecosystem. (iii) Subcomponent 3.3: Facilitating service delivery using foundational ID. 4. Project management and stakeholder engagement component will have the following subcomponents: Subcomponent 4.1 will correspond to project management and stakeholder engagement in the Ecosystem Coordination Strategic Unit (ECSU). Subcomponent 4.2 will correspond to project management and stakeholder engagement in the Project Implementation Unit (PIU).",0.042943608,-0.03828125
P178989,2023,0.0,0.0,0.0,"Sudan Emergency Safety Nets Project The objective of the Project is to provide cash transfers and food support to food insecure households in selected Project Areas of Sudan. The development objective of the Emergency Safety Nets Project for Sudan is to provide cash transfers and food support to food insecure households in selected project areas of Sudan. The project comprises of two components. The first component, safety net transfers have two subcomponents providing: (i) unconditional cash transfers; and (ii) unconditional food transfers. The second component, delivery systems, monitoring and evaluation and learning, and project management have three subcomponents providing: (i) delivery systems; (ii) monitoring, evaluation, and learning; and (iii) project management.",0.24978648,0.056459945
P170559,2021,0.68,0.17,0.51,"Lao Landscapes and Livelihoods Project To promote sustainable forest management, improve protected area management, and enhance livelihoods opportunities in selected landscapes in Lao PDR.

 The development objective of the Lao Landscapes and Livelihoods Project for Lao People’s Democratic Republic (PDR) is to promote sustainable forest management, improve protected area management, and enhance livelihoods opportunities in selected landscapes in Lao PDR. The project comprises of four components. The first component, investing in natural wealth and resilience in forest landscapes objective is to build natural capital from improved forest landscape management. It consists of following sub-components: (i) protected areas and nature-based tourism; and (ii) sustainable forestry and resilient village infrastructure. The second component, livelihoods opportunities from sustainable forest landscapes objective is to improve forest-smart livelihoods opportunities, vocational skills, and nature-based tourism (NBT) development in targeted landscapes. It consists of following sub-components: (i) village livelihood block grants to village development funds; (ii) vocational training and skills development; and (iii) nature-based tourism business leveraging facility. The third component, institutions, incentives, and information objective are to strengthen institutions, policies, incentives, and information for sustainable forest landscapes. It consists of following sub-components: (i) strengthening institutions and policies for landscape management; (ii) strengthening institutions and policies to reduce forest and wildlife crimes; and (iii) information for decision support. The fourth component, project management and monitoring objective is to maintain and enhance project management, monitoring, and learning. It consists of following sub-components: (i) strengthens the capacity of Ministry of Agriculture and Forestry and Department of Forestry (MAF and DOF) in project management, monitoring, evaluation, and coordination; and (ii) supports building partnerships, knowledge sharing with wider stakeholders, regional coordination and dialogues on project related issues, and resource mobilization.",0.19416705,0.52468413
P175594,2022,0.08,0.08,0.0,Côte d'Ivoire Productive Social Safety Nets System Strengthening Program The Program for Results Development Objective (PDO) is to increase access of poor and vulnerable households to safety nets programs and improve the performance of delivery systems. The development objective of the Social Safety Nets System Strengthening Program for Cote d’Ivoire is to increase access of poor and vulnerable households to safety nets programs and improve the performance of delivery systems. It is built around three pillars: (a) harmonized tools are used by all social programs and mechanisms for targeting poor and vulnerable households are more efficient; (b) social safety nets serve as a platform to increase the impact of social programs on the poor and vulnerable population in a sustainable way and reduce inequalities; and (c) response mechanisms to covariate shocks are strengthened.,0.1036425,0.107780375
P162929,2019,0.34,0.17,0.17,"Medium-Size Cities Integrated Urban Development Project The proposed PDO is to support the Borrower to: (1) improve access to selected urban infrastructure (including public spaces) and services in Participating Cities; and (2) to strengthen the institutional capacity of the Borrower’s relevant agencies to deliver and manage local infrastructure. The development objective of the Medium-Size Cities Integrated Urban Development Project for Uzbekistan are to support the Borrower to: (a) improve selected urban infrastructure, public spaces and assets, and access to services in Participating Cities; and (b) strengthen the institutional capacity of the Borrower’s relevant agencies to deliver and manage local infrastructure.It has three components. First component, improvement of urban services and enhancement of public urban spaces will finance a targeted bundle of integrated and multi-sectoral investments to contribute to the enhancement of selected public urban spaces in project cities and improve livability; Second component, institutional strengthening and capacity building will consist of activities targeting project cities and local government agencies, tailored to their specific needs, including without being limited to: (i) asset management systems and management of integrated urban mobility; (ii) sustainable tourism development; and (iii) cooperation with the private sector. It has two subcomponents: (i) institutional strengthening and capacity building of participating cities and (ii) support to the national medium-size cities program (NMSCP); Third component, implementation support will support project implementation, including implementation of the project monitoring and evaluation system, communication strategy, application of safeguard instruments as well as training and financing of incremental operating costs of the Project Implementing Unit.",0.194183,0.23118837
