iati_identifier,text,Climate change,Climate mitigation,Climate adaptation
44000-P130421,Second Regional Development Project The Project Development Objective is to improve infrastructure services and institutional capacity to support increased contribution of tourism in the local economy of the Imereti Region.,0.0,0.0,0.0
44000-P179950,Enhancing Energy Security through Power Interconnection and Renewable Energy Program Enhance the implementation readiness of the Black Sea Submarine Cable Project.,0.0,0.0,0.0
44000-P152441,Georgia National Innovation Ecosystem (GENIE) Project <p>The PDO is to increase innovative activities of firms and individuals in the Borrower&amp;#39;s territory and their participation in the digital economy.</p>,0.0,0.0,0.0
44000-P169913,"Economic Management and Competitiveness Development Policy Operation To support the Government's program of reforms to sustain rapid growth, and ensure greater inclusion, job creation and resilience by: i) strengthening economic management through improving the efficiency of public resource use and ii) enhancing competitiveness through introducing evidence-based policy making, promoting more competitive markets, diversifying the financial sector, improving teacher deployment and remuneration with a view toward ensuring a more qualified workforce over the long term, and strengthening investment promotion.",0.02,0.0,0.02
44000-P112523,"EAST-WEST HIGHWAY IMPROVEMENT 3 (i) to contribute to the gradual reduction of road transport costs and improve access, ease of transit, and road safety along the central part of the Borrowers East-West corridor; and (ii) strengthen the capacity of the Roads Department and relevant government entities to plan and manage the road network and to improve road safety.",0.0,0.0,0.0
44000-P150696,Third Regional Development Project The Project Development Objective is to improve infrastructure services and institutional capacity to support increased contribution of tourism in the local economy of the Samtskhe-Javakheti and Mtskheta-Mtianeti regions.,0.0,0.0,0.0
44000-P175455,Georgia Human Capital Program To make the human capital delivery system in Georgia more efficient and inclusive.,0.04,0.01,0.02
44000-P129597,"First Competitiveness and Growth Development Policy Operation The Program Development Objective is to support competitiveness and inclusive growth. This will be achieved by:
(i) Improving competitiveness through efforts to enhance market access for exports and foreign investment, facilitate trade, strengthen the investment climate in the power sector, and modernize and build a high quality education system. These measures will support investment and exports as well as productivity increases needed for both capacity and job creation;
(ii) Strengthening public financial management by improving accounting controls through the phased introduction of IPSAS and better coverage and transparency of the budget. The Government has already started expanding performance based budgeting to all levels of the Government. As part of the focus on results andquality of spending, the measures under the proposed CG DPO series will support better accountability, coverage, and transparency of the budget;  and
(iii) Enhancing the effectiveness of social spending by strengthening social safety nets through improved qualityof and access to health services and efficiency of the targeted social assistance program. The measures under this pillar will support the enforcement of upgraded quality standards in hospitals and laboratories and will also support wider access to health care services through an expansion in state-funded insurance. In addition, the efficiency of administration of the targeted programs will be improved to ensure that applicants to both the Targeted Social Assistance and the Medical Insurance Program face smaller processing times before receiving benefits.",0.0,0.0,0.0
44000-P126033,Regional Development Project The Project Development Objective is to improve infrastructure services and institutional capacity to support the development of tourism-based economy and cultural heritage circuits in the Kakheti region,0.0,0.0,0.0
44000-P133828,"Irrigation and Land Market Development Project The Project Development Objectives are to: (a) improve delivery of the irrigation and drainage services in selected areas; and (b) develop improved policies, procedures, and systems as a basis for a national land management program.",0.02,0.0,0.02
44000-P130413,Fourth East West Highway Improvement Project The PDOs are: (i) to contribute to the gradual reduction of road transport costs and to improve road safety along the section upgraded under the project; and (ii) to strengthen the capacity of the Roads Department (RD) and Ministry of Regional Development and Infrastructure (MRDI) to plan and manage the road network and improve road traffic safety.,0.0,0.0,0.0
44000-P168481,"Georgia I2Q - Innovation, Inclusion and Quality The project development objectives are to (i) expand access to preschool education and (ii) improve the quality of education and learning environments.",0.05,0.01,0.04
44000-P175629,"Georgia Resilient Agriculture, Irrigation, and Land Project The Project Development Objective (PDO) is to: (a) improve irrigation, and drainage services, and agricultural production in project areas; and (b) strengthen national irrigation and land management institutional capacity for climate resilient planning.",0.47,0.12,0.34
44000-P148048,Third Secondary and Local Roads Project The Project Development Objectives (PDO) are to reduce transport costs on project roads and improve the sustainability of road asset management in the secondary and local project road network.,0.0,0.0,0.0
44000-P147521,Second Regional and Municipal Infrastructure Development Project To improve access to quality municipal services and infrastructure,0.0,0.0,0.0
44000-P173975,"Georgia Relief and Recovery for Micro, Small, and Medium Enterprises The Project Development Objective (PDO) is to provide relief to micro, small, and medium-size enterprises and support their recovery, including by strengthening the enabling environment for access to finance.",0.06,0.0,0.06
44000-P149998,"Private Sector Competitiveness DPO1 The Program Development Objective is to increase private sector competitiveness through second generation business environment reforms, financial sector deepening and diversification, and increasing firms&amp;rsquo; capacity to innovate and to export.",0.0,0.0,0.0
44000-P173782,Kakheti Connectivity Improvement Project The Project Development Objective (PDO) is to improve connectivity and safety of road transportation in the Kakheti region along the Sagarejo-Badiauri section of the Tbilisi-Bakurtsikhe-Lagodekhi highway.,0.49,0.0,0.49
44000-P127408,"First Programmatic State Owned Enterprises Reform DPL The Program Development Objectives (PDOs) are to reduce state participation and level of direct and indirect support to the realsector, enhance SOE performance, governance and accountability, and mitigate the short term social and labor impacts of the SOEs restructuring and disposition plans.",0.0,0.0,0.0
44000-P173892,Serbia Emergency COVID-19 Response Project The Project Development Objective is to respond to the threat posed by COVID-19 and to strengthen the national health system for public health preparedness in Serbia.,0.0,0.0,0.0
44000-P157117,"Inclusive Early Childhood Education and Care The PDO is to improve access to quality Early Childhood Education and Care (ECEC) services, in particular for children from socially disadvantaged backgrounds.",0.0,0.0,0.0
44000-P164575,"Public Sector Efficiency and Green Recovery DPL The objective of the proposed Public Sector Efficiency and Green Recovery Development Policy Loan is to support the Government of Serbia's efforts to: 1) increase public sector efficiency and transparency, and 2) initiate a green recovery.",0.16,0.08,0.08
44000-P180619,Serbia Noncommunicable Diseases Prevention and Control Project,0.05,0.04,0.02
44000-P156837,State Owned Financial Institutions Strengthening Project The Project Development Objective is to improve the performance of Banka Postanska Stedionica AD Beograd and promote the reform of Development Finance Institutions and Other State-Owned Financial Institutions.,0.01,0.01,0.0
44000-P075343,"Energy Efficiency Project The original Project development objectives are: (a) improving energy efficiency in heating buildings in order to make heating more affordable and improving functional and health environment of the users; and (b) reducing the local and global environmental impact of the use of dirty fuels for heating buildings) and monitoring indicators have remained unchanged. The principal aim of the Additional Financing is to enable the Borrower to complete the original scope of the Project (energy efficiency improvements in 3 social care buildings, 9 schools and 6 hospitals left out due to a cost overrun) and to scale up energy efficiency improvements to include: (a) rehabilitation of the heat supply system of the Nis Clinical Center along with energy efficiency improvements in all 17 contiguous buildings on the campus; complete retrofitted lighting in a number of schools and (b) energy efficiency improvements in a number of social care institutions, schools and hospitals across Serbia.",0.29,0.29,0.0
44000-P090418,"Consolidated Collection & Pension Administration Reform Project (Serbia) The development objectives of the Project are to develop the framework for the consolidation of collection of all social contributions and, if feasible, personal income taxes, and to improve the effectiveness and efficiency of the Republic of Serbia pension system, through the modernization and streamlining of the institutional capacity in the pension system, improved pension system administration, developed capacity for policy identification and analysis, monitoring and increased public understanding of the pension system.",0.0,0.0,0.0
44000-P096823,"Delivery of Improved Local Services Project The project will help to increase the capacity of institutional actors and Beneficiaries in order to improve access to and the efficiency, equity and quality of local delivery of health, education and social protection services, in a decentralizing environment.",0.0,0.0,0.0
44000-P152104,"Serbia Competitiveness and Jobs The PDO is to improve the effectiveness and coordination of selected public programs to alleviate constraints to competitiveness and job creation, including investment and export promotion, innovation, active labor market programs and labor intermediation.",0.0,0.0,0.0
44000-P175655,Improving public financial management for the green transition The Program Development Objective is to improve core PFM functions and institutional capabilities needed for Serbia's fiscal resilience and green transition.,0.65,0.39,0.26
44000-P174251,"Serbia Local Infrastructure and Institutional Development Project The Project Development Objective is to improve Local Self Governments (""LSGs"") capacity to manage sustainable infrastructure and increase accessibility to economic and social opportunities in a climate aware manner.",0.58,0.35,0.22
44000-P087964,"Irrigation & Drainage Rehabilitation Project (Serbia) The project's main objectives are to: (a) improve the capacity for increased agricultural yields through support to high priority rehabilitation of drainage and irrigation infrastructure; (b) reduce the risk of damage from flooding to land, crops, property, infrastructure as well as reducing risk of life loss from flooding in project areas; and (c) improve water resources management and strengthen the associated water resource management institutions and policies.",0.0,0.0,0.0
44000-P075207,"Transport Rehabilitation Project (Serbia) To assist the Government of Serbia in reducing cost and improving safety for road users through: (a) improving the condition of selected road sections of the main and regional road network; (b) improving the effectiveness of road maintenance through the introduction of performance-based contracting in two pilot regions; and (c) introducing safe road design principles, road safety audits and targeted improvement measures.",0.0,0.0,0.0
44000-P155694,"Serbia Public Expenditure and Public Utilities DPL 1 The objective of this two-operation programmatic DPL is to support the government of Serbia's fiscal consolidation program through structural reforms aimed at public utilities and the public sector more generally.Serbia's growing public debt poses a threat to macroeconomic stability. The debt has grown rapidly principally due to high fiscal deficits (which have grown from 2.6 percent of GDP at the start of the economic crisis to around 6.7 percent of GDP in 2014) but also due to high state support to public utilities and SOEs. There is an urgent need to put public finances on a sustainable footing via, among others, tackling the structural issues - in particular reducing the ineffective direct state subsidies and guarantees - that have often been called -- for public utilities operating in energy (EPS), roads and railways. A sustainable reduction of the subsidies and state guarantees to these SOEs in turn requires reforms to make them financially viable and operationally effective.The government recognizes the need to tackle these structural issues. Fiscal consolidation and improved expenditure management are at the core of both the Fiscal Strategy and the National Economic Reform Program, which include the stabilization of the debt-to-GDP ratio by the end of 2017, the completion of privatization and a stop to the issuance of guarantees for liquidity purposes to the remaining SOEs. The WBG will support the government with the achievement of sustainable fiscal consolidation and expenditure management, through the proposed policy-based lending, which will be firmly anchored in the ongoing Public Finance Review (PFR) for Serbia.  The PFR is to be completed by June 2015. The PFR provides a comprehensive and thorough diagnostic of the public finance issues in Serbia, including structural reform opportunities that can anchor medium to long-term debt sustainability in Serbia.",0.13,0.06,0.0
44000-P152018,Floods Emergency Recovery Project The Project Development Objective (PDO) is to:  (i) help restore power system capability to reliably meet domestic demand; (ii) protect livelihoods of farmers in the flood affected areas; (iii) protect people and assets from floods; and (iv) improve the Borrower's capacity to respond effectively to disasters.,0.0,0.0,0.0
44000-P163673,Tax Administration Modernization Project To improve effectiveness of tax collection and lower the compliance burden for taxpayers.,0.0,0.0,0.0
44000-P170185,"Serbia Accelerating Innovation and Growth Entrepreneurship The project's development objective is to improve (i) the relevance and excellence of scientific research, and (ii) innovative entrepreneurship and access to finance for enterprise growth, as a way of contributing to Serbia's growth and competitiveness.

Relevance of research refers to the potential of research results to be commercialized on the market, thus contributing to the economy, while excellence refers to international recognition of the quality of the research.",0.01,0.0,0.0
44000-P167634,Serbia Competitive Agriculture Project (SCAP) Improve agri-food market linkages of targeted beneficiaries.,0.41,0.18,0.23
44000-P146248,"Deposit Insurance Strengthening Project The project development objective is to strengthen the financial and institutional capacity of the Deposit Insurance Agency, so as to enable it to meet its deposit insurance and bank resolution obligations and serve as a core part of financial sector safety net.",0.0,0.0,0.0
44000-P094212,Transitional Agriculture Reform Project To enhance the competitiveness of Serbian agriculture.,0.0,0.0,0.0
44000-P170868,Serbia Railway Sector Modernization Phase 1 Project Development Objective: To enhance the efficiency and safety of existing railway assets and improve governance and institutional capacity of the railway sector.,0.91,0.8,0.12
44000-P108005,"CORRIDOR X HIGHWAY PROJECT The Project Development Objective is to increase transport efficiency and improve traffic safety on the three project sections ofCorridor X, between Nis and Dimitrovgrad and Grabovnica and Donji Neradovac respectively, and to improve road management and roadsafety in Serbia.",0.0,0.0,0.0
44000-P155172,"PforR on Modernization and Optimization of Public Administration The Program Development Objective is to improve efficiency in public sector employment and finances. In this context, efficiency is the reduction in the cost of doing government business. This will be achieved by addressing systemic weaknesses in the allocation of employees and their remuneration, streamlining and rationalizing public procurement and strengthening controls over public expendiure.",0.0,0.0,0.0
44000-P127876,SERBIA ROAD REHABILITATION AND SAFETY PROJECT The proposed PDO is to improve the condition and safety of the National Road Network for road users by supporting the Republic of Serbia in the implementation of the first phase of its National Road Network Rehabilitation Program.,0.0,0.0,0.0
44000-P147050,"Serbia - Real Estate Management Project To improve the efficiency, transparency, accessibility and reliability of Serbia's real property management systems.",0.0,0.0,0.0
44000-P164824,"Enabling Digital Governance Project To improve access, quality, and efficiency of selected administrative e-Government services.",0.07,0.0,0.07
44000-P176069,"Catalyzing Long Term Finance through Capital Markets The project's overall objective is to (i) improve the enabling environment for capital markets development and (ii) deepen the corporate bond market, including through green and other thematic issuances.",0.03,0.0,0.03
44000-P176770,"Scaling-Up Residential Clean Energy (SURCE) Project Increase the uptake of energy efficiency, sustainable heating, and rooftop solar photovoltaics (PV) by households in participating local self-government units (LSGUs) in Serbia.",1.0,1.0,0.0
44000-P129539,"Second Serbia Health Project The PDO is to contribute to improving the efficiency and quality of the public health system of the Republic of Serbia through the strengthening of: (i) health financing, purchasing, and maintenance systems; and (ii) quality improvement systems and management of selected priority non-communicable diseases.",0.0,0.0,0.0
44000-P070958,"Regional and Local Development Project The objective of the Project is to assist the Borrower in promoting regionally balanced local development, principally through municipalities and other ancillary support institutions.",0.0,0.0,0.0
44000-P100534,Jordan Employer Driven Skills Development Project Realign the E-TVET sector with the National Employment Strategy by enhancing the enabling conditions for employer participation in:(i) TVET institutional development; and (ii) skills development program design and delivery by the Vocational Training Corporation.,0.0,0.0,0.0
44000-P100546,Jordan Social Protection Enhancement Project Project development objective is to improve the management and operations of the cash social assistance programs and to improve the access to and quality of social care services.,0.0,0.0,0.0
44000-P178215,Jordan: Support for Industry Development  Fund To promote investments and exports by project beneficiary firms in the manufacturing sector and to operationalize the Industry Development Fund,0.24,0.2,0.05
44000-P104960,"JO-AMMAN SOLID WASTE MANAGEMENT AND CARBON FINANCE The development objectives of the proposed project are to strengthen the operational, financial, and environmental performance of MSWM in Amman.  Specifically, the project will help achieve the following: 
 (i)	  Environmentally upgrade and expand the existing municipal solid waste landfill to meet the cityâs disposal needs up to 2013 and generate electricity while mitigating GHGs; and 
 (ii)	Improve the cost effectiveness of the existing municipal solid waste collection and transport system and improve overall cost recovery.",0.0,0.0,0.0
44000-P154299,First Programmatic Energy and Water Sector Reforms DPL The program development objective of the proposed DPL is to support the improvement of financial viability and increase efficiency gains in the energy and water sectors in Jordan,0.0,0.0,0.0
44000-P162407,"Jordan Education Reform Support Program The Program is to expand access to early childhood education, and to improve student assessment and teaching and learning conditions for Jordanian children and Syrian refugee children.",0.0,0.0,0.0
44000-P145865,Mitigate the Impact of Syrian Displacement on Jordan The project objective is to help the Government of Jordan maintain access to essential healthcare services and basic household needs for the Jordanian population affected by the large and increasing influx of Syrian refugees.,0.0,0.0,0.0
44000-P171296,"Electricity Sector Efficiency and Supply Reliability Program The Program development objectives are to improve efficiency of the electricity sector, maintain the supply of transmission grid-connected renewable energy and the reliability of electricity service, and strengthen NEPCO's governance.",0.33,0.33,0.0
44000-P176619,Jordan Water Sector Efficiency Project The project development objective (PDO) is to improve the efficiency of water services in Jordan,0.42,0.23,0.19
44000-P170669,"Jordan Youth, Technology, and Jobs Project Improve digitally-enabled income opportunities and expand digitized government services in Jordan.",0.11,0.02,0.09
44000-P167946,"Agriculture Resilience, Value Chain Development and Innovation (ARDI) Program To strengthen the climate resilience and enabling environment for agriculture development in selected value chains in Jordan.",0.7,0.19,0.5
44000-P081823,"Jordan - Cultural Heritage, Tourism & Urban Development The objectives of the Project are to support tourism development in five historically and culturally important cities - Jerash, Karak, Madaba, Salt, Aljoun, - and thereby contribute to local economic development.",0.0,0.0,0.0
44000-P081505,-JO - Amman Development Corridor The Project's development objectives are to: (i) support more efficient transport and logistics services by removing key infrastructure transport bottlenecks; and (ii) provide access to affordable land for productive investment and urban development purposes.,0.0,0.0,0.0
44000-P132314,"MSME Development Project for Inclusive Growth The objective of the Project is to contribute to the improvement of access to finance for micro, small and medium enterprises in the Hashemite Kingdom of Jordan.",0.0,0.0,0.0
44000-P177959,Jordan Support to Private Sector Employment and Skills To increase private sector employment post COVID-19 with emphasis on youth and women.,0.03,0.01,0.01
44000-P180291,"Jordan People-Centric Digital Government Program for Results Citizen-centered improvements to government efficiency &amp; effectiveness, transparency &amp; accountability, and service delivery.",0.0,0.0,0.0
44000-P173974,Jordan Emergency Cash Transfer COVID-19 Response Project The project development objective is to provide cash support to poor and vulnerable households and workers affected by the COVID-19 pandemic in Jordan.,0.1,0.0,0.1
44000-P161905,"Innovative Startups Fund Project The project's development objective is to increase private early stage equity finance for innovative small and medium enterprises (""SMEs"").",0.11,0.11,0.0
44000-P175662,"Jordan Inclusive, Transparent and Climate Responsive Investments Program For Results Improve accountability to foster climate responsive investments and growth.",0.27,0.13,0.14
44000-P171419,"Philippines Seismic Risk Reduction and Resilience Project The Project Development Objectives are to enhance: (i) the safety and seismic resilience of selected public buildings in Metro Manila, and (ii) the capacity of the DPWH to prepare for and respond to emergencies.",0.5,0.0,0.5
44000-P164765,Teacher Effectiveness and Competencies Enhancement Project To improve the quality and equity of instruction in kindergarten to grade 6 (K-6) in Project-supported Regions.,0.14,0.06,0.07
44000-P118904,"Learning, Equity and Accountability Program Support Project The project development objective is to improve the quality of grades 1 to 3 reading and math skills of children in Target Regions and Target Schools, with a special focus on those belonging to Target Disadvantaged Groups.",0.0,0.0,0.0
44000-P170052,Promoting Competitiveness and Enhancing Resilience to Natural Disasters Sub-program 1 DPL The DPL series aim to support the Government of the Philippines in: i) promoting competitiveness; ii) enhancing fiscal sustainability; and iii) strengthening financial resilience to natural disasters and climate change.,0.33,0.0,0.33
44000-P073206,"LAND ADMINISTRATION AND MANAGEMENT II PROJECT The project development objectives are to increase land tenure security and improve land administration services through the implementation of institutional and legal reform, the realization of an accelerated land titling program, and the establishment of a fair and uniform property valuation system.",0.0,0.0,0.0
44000-P079935,National Roads Improvement and Management Program (APL) Phase 2 To improve the condition of the national roads network and management effectiveness of the Department of Public Works and Highwaysat national and local level.,0.0,0.0,0.0
44000-P073488,"ARMM Social Fund Project The objective of the Project is to assist the Borrower to reduce poverty and to support mechanisms for the promotion of a peaceful and safe environment in the conflict-affected areas in the ARMM Region and in particular to: (a) improve access to social and economic infrastructure and livelihood opportunities; (b) strengthen social cohesion and partnerships between and within targeted communities; and (c) improve local governance and institutional capacities for implementation in the ARMM Region, with a focus on improved participation, transparency and accountability in the allocation and management of public resources by the participating communities, local government units and ARMM Regional Government.",0.0,0.0,0.0
44000-P173877,"Philippines COVID-19 Emergency Response Project To strengthen the Philippines' capacity to prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness",0.0,0.0,0.0
44000-P101964,"National Program Support for Tax Administration Reform. To increase taxpayer compliance by increasing the efficiency and effectiveness of the BIR, and to prepare the BIR for a sustainable and long-term reform.",0.0,0.0,0.0
44000-P066397,"Rural Power Project The objective of the project is to assist in the implementation of the first phase of the Rural Power Development Program aimed at supporting reforms and priority investments to achieve the aforementioned objectives of the sector. Specifically, under APL1, the project would (a) test and demonstrate viable business models that maximize leveraging of public resources with private investment fordecentralized electrification; (b) support transformation of ECs through institutional and operational improvements; and (c) avoid C02 emission through wider use of renewable energy.",0.25,0.25,0.0
44000-P163428,Philippines Customs Modernization Project The Project Development Objective is to improve the efficiency of the Bureau of Customs and reduce trade costs.,0.03,0.0,0.03
44000-P173866,"Mindanao Inclusive Agriculture Development Project To  increase agricultural productivity, resiliency, and access to markets and services of organized farmer and fisherfolk groups inselected Ancestral Domains and value chains in Mindanao.",0.47,0.06,0.41
44000-P127741,"Philippines National Community Driven Development Program To empower communities in targeted municipalities to achieve improved access to services and to participate in more inclusive localplanning, budgeting and implementation.",0.0,0.0,0.0
44000-P119343,"Cebu Bus Rapid Transit (BRT) Project The Project Development Objective (PDO) is to improve the over-all performance of the urban passenger transport system in the Project Corridor in Cebu City in terms of the quality and level of service, safety, and environmental efficiency.",0.0,0.0,0.0
44000-P174137,Philippine Fisheries and Coastal Resiliency Project To improve management of targeted fisheries resources and enhance the value of fisheries production to coastal communities in selected Fisheries Management Areas (FMAs).,0.25,0.07,0.18
44000-P070899,"Laguna de Bay Institutional Strengthening and Community Participation/LISCOP The overarching objective of the proposed project is to assist the Laguna Lake Development Authority (LLDA), Local Government Units(LGUs) and other stakeholders to improve the environmental quality of the Laguna De Bay watershed.
This will be achieved through: (i) behavioral changes and activities undertaken by watershed users to improve the environmental quality o f the lake and its watershed; and, (ii) improved planning, regulatory instruments and incentives, and participation in the environmental management o f the Laguna de Bay watershed.",0.0,0.0,0.0
44000-P113844,Metro Manila Wastewater Management Project To improve wastewater services in selected sub-catchments of Metro Manila and surrounding areas.,0.0,0.0,0.0
44000-P171440,"Philippines Third Disaster Risk Management Development Policy Loan The development objective is to strengthen the policy and institutional capacity of the Government of the Philippines to reduce disaster risk, respond to and recover from natural disasters. This will be achieved by supporting policy actions aimed at further (i) strengthening the policy, regulations and institutional framework for disaster risk reduction; and (ii) enhancing the capacity to respond and recover from disasters.",0.75,0.0,0.75
44000-P096174,"National Program Support for Environment and Natural Resources Management Project The program's overall development objective is to assist the Department of Environment and Natural Resources to improve efficiency and effectiveness in its service delivery. More specifically, the project would aim to strengthen the allocative efficiency of DENR's limited budget resources through better prioritization and partnership arrangements, facilitating scaling-up and better linking of plans and budgets.",0.0,0.0,0.0
44000-P178634,Philippines First Sustainable Recovery DPL The DPL series aims to support the Government of the Philippines' reforms to: 1) accelerate the economic recovery and boost long-term growth; and 2) protect the environment and improve climate resilience.,0.59,0.56,0.04
44000-P064925,Support for Strategic Local Development and Investment Project The project development objective is to improve local public service provision and management by facilitating LGU access to viable financing to implement strategic infrastructure investments.,0.0,0.0,0.0
44000-P167651,Improving Fiscal Management The DPL aims to support the high-level objective of the Government of the Philippines to improve fiscal management with three development objectives: A) Strengthening Tax Policy; B) Enhancing Public Finance Management and Budget Planning; and C) Strengthening Fiscal Risk Management of Public Assets.,0.4,0.2,0.2
44000-P174066,Beneficiary FIRST Social Protection Project The Project Development Objective (PDO) is to mitigate the impacts of COVID-19 on the welfare of low income households and strengthen DSWD's social protection delivery systems to be adaptive and efficient.,0.17,0.0,0.17
44000-P153744,Philippines Social Welfare Development and Reform Project II To support the Conditional Cash Transfer Program of DSWD to improve the use of health and education services by poor children,0.0,0.0,0.0
44000-P180379,Philippine Rural Development Project Scale-up To improve farmers and  fisherfolk access to markets  and increase income from  selected agri-fishery value chains,0.45,0.02,0.43
44000-P082144,PH-Social Welfare and Development Reform The project development objective (PDO) is to strengthen the effectiveness of DSWD as a social protection agency to efficiently implement the CCT program (4Ps) and expand an efficient and functional National Household Targeting System of social protection programs.,0.0,0.0,0.0
44000-P180585,"Philippines Disaster Risk Management and Climate Development Policy Loan with a Catastrophe Deferred-Drawdown Option The development objective is to strengthen the Government of the Philippines' capacity to manage disaster and climate risks, including those in the education, human settlements, and health systems.",0.8,0.0,0.8
44000-P153042,Inclusive Partnerships for Agricultural Competitiveness The Project Development Objectives are to improve access to markets and enhance the competitiveness of smallholder farmers in the targeted Agrarian Reform Community clusters.,0.0,0.0,0.0
44000-P172399,Support to Parcelization of Lands for Individual Titling (SPLIT) Project To improve land tenure security and stabilize property rights of agrarian reform beneficiaries (ARBs).,0.18,0.01,0.17
44000-P088926,"Participatory Irrigation Development Project The revised project development objective is to improve efficiency of irrigation service
delivery on a technically and financially viable basis.",0.0,0.0,0.0
44000-P175493,The Philippines Multisectoral Nutrition Project To increase the utilization of a package of nutrition-specific and nutrition-sensitive interventions and improve key behaviors and practices known to reduce stunting in targeted local government units.,0.21,0.0,0.21
44000-P079628,"Second Women's Health & Safe Motherhood The project will contribute to the national goal of improving women's health by: 
 1) Demonstrating in selected sites a sustainable, cost-effective model of delivering health services that increases access of disadvantaged women to acceptable and high quality reproductive health services and enables them to safely attain  their desired spacing and number of children. 
 2)Establishing the core knowledge base and support systems that can facilitate countrywide replication of the project experience as part of mainstream approaches to reproductive health care within the framework of the Health Sector Reform Agenda",0.0,0.0,0.0
44000-P179361,"Philippines First Digital Transformation Development Policy Financing The program development objective (PDO) of this programmatic operation is to support Government reforms to foster an enabling environment for greater digital technology adoption by (a) improving digital transformation of government and digital infrastructure policies, (b) expanding financial inclusion through digital finance and (c) boosting business growth in digital services.",0.03,0.0,0.03
44000-P084967,"Mindanao Rural Development Project - Phase 2 MRDP 2 aims to (i) improve livelihood opportunities of targeted communities and (ii) institutionalize a decentralized system for agriculture and fisheries service delivery that promotes participation, transparency and accountability.",0.0,0.0,0.0
44000-P077012,Kapitbisig Laban sa Kahirapan-Comprehensive and Integrated Delivery of Social Services (KALAHI-CIDSS) Project Communities in targeted poor Municipalities and Selected Urban Areas are empowered to achieve improved access to sustainable basic public services and participate in more inclusive local government unit (LGU) planning and budgeting.,0.0,0.0,0.0
44000-P094063,National Program Support for Basic Education The project development objective is to improve quality and equity in learning outcomes for all Filipinos in basic education.,0.0,0.0,0.0
44000-P153814,Metro Manila Flood Management Project The project development objective is to improve flood management in selected areas of Metro Manila.,0.93,0.0,0.93
44000-P132317,Philippine Rural Development Project The PRDP aims to increase rural incomes and enhance farm and fishery productivity in the targeted areas.,0.06,0.06,0.0
44000-P170891,Albania National Water Supply and Sanitation Sector Modernization Program The Program Development Objectives are to improve operational and financial performance of water supply and sanitation (WSS) utilities and increase access to safely managed water supply services in the Republic of Albania.,0.52,0.23,0.3
44000-P122233,Social Assistance Modernization Project The project would support the Albania's implementation of reforms to improve the equity and efficiency of its social assistance programs.,0.0,0.0,0.0
44000-P155605,"Albania Competitiveness Development Policy Loan The development objectives of the DPLs series is to enhance Albania's competitiveness by improving its investment regime, making it easier to do business and facilitating trade.",0.0,0.0,0.0
44000-P110481,Energy Community of South East Europe APL Program - APL 5 for Albania DAM SAFETY The objectives of the Project are to: (i) contribute to safeguarding the hydroelectric dams on the Drin and Mat river cascades in the territory of the Borrower; and (ii) improve the operational efficiency of said hydroelectric dams and enhance the stability of power supply in the regional market.,0.0,0.0,0.0
44000-P152064,"Albania Financial Sector DPL Project Development ObjectiveThe program development objective is to strengthen the resiliency of the banking sector, and regulation and supervision of nonbanks.Board Schedule Comments",0.0,0.0,0.0
44000-P177845,Improving Equitable Access to High Standard Public Services through GovTech To increase the equitable access to and quality of selected digital services.,0.12,0.11,0.01
44000-P160594,"Albania Gender Equality in Access to Economic Opportunities DPF The Program Development Objectives are to support the Government of Albania's efforts to enhance the policy framework for gender equality in access to economic opportunities, with a focus on (i) improving women's access to assets; (ii) leveling the playing field to enhance labor market opportunities for women; and (iii) strengthening institutional arrangements for gender-informed policy making.",0.0,0.0,0.0
44000-P178202,First Resilience and Green Development - DPL The program development objective is to: (i) strengthen resilience of the government sector and households; (ii) strengthen the energy market framework and scale up renewable energy and energy efficiency; and (iii) protect the environment and reduce the country's carbon footprint.,0.61,0.49,0.13
44000-P176163,Clean and Resilient Environment for Blue Sea Project,0.17,0.03,0.14
44000-P132982,"Results-based Road Maintenance and Safety Project The Project Development Objectives are to: (a) maintain the condition and improve the safety of Borrower's Primary Road and Primary-Secondary Road networks, and (b) strengthen sustainable and efficient road asset management and safety practices, for the benefit of road-users.",0.0,0.0,0.0
44000-P102733,"Water Sector Investment Project The Project Development Objectives (PDO) are to: 
(i) improve the quality of water and wastewater services in the Durres Water Utility Service Area; and
(ii) improve the financial performance of Durres Water Utility.",0.0,0.0,0.0
44000-P147226,Albania - Public Finance DPL,0.0,0.0,0.0
44000-P178715,Climate Resilience and Agriculture Development Project The Project Development Objective is to increase competitiveness and climate resilience of priority agri-food value chains.,0.47,0.35,0.12
44000-P174595,Building Resilient Bridges (a) to enhance resilience to climate change and natural hazards of Albania's critical bridge infrastructure and (b) to improve road and bridge asset management.,0.89,0.16,0.73
44000-P096263,Land Administration and Management Project (LAMP) The objectives of the Project are to: (i) improve the efficiency and effectiveness of land administration and management through enhanced tenure security and improved urban planning; and (ii) rebuild physical assets and restore essential services in the flood affected areas.,0.0,0.0,0.0
44000-P169524,"Albania Fiscal Sustainability and Growth Development Policy Financing The program development objective is to support Albania in (i) strengthening the transparency and sustainability of its public finances, (ii) enhancing finance for recovery and growth and (iii) supporting key sectoral opportunities for sustainable growth.",0.11,0.11,0.0
